author,book_name,text
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Produced by Clare Boothby, G. Graustein and the PG Online Distributed Proofreading Team. [Illustration] Hester Vanhomrigh (Vanessa) From a Picture in the possession G. Villiers Brinus Esq; THE POEMS OF JONATHAN SWIFT, D.D. EDITED BY WILLIAM ERNST BROWNING BARRISTER, INNER TEMPLE AUTHOR OF \"THE LIFE OF LORD CHESTERFIELD\" VOL. II LONDON G. BELL AND SONS, LTD. 1910 CHISWICK PRESS: CHARLES WHITTINGHAM AND CO. TOOKS COURT, CHANCERY LANE, LONDON. CONTENTS OF VOLUME II PAGE Cadenus and Vanessa 1 To Love 23 A Rebus by Vanessa 24 The Dean's Answer 25 Stella's Birth-Day 26 Stella's Birth-Day 26 To Stella 28 To Stella 32 Stella to Dr. Swift 35 To Stella 37 On the Great Buried Bottle 37 Epitaph 38 Stella's Birth-Day 38 Stella at Wood-Park 40 A New Year's Gift for Bec 43 Dingley and Brent 44 To Stella 45 Verses by Stella 46 A Receipt to restore Stella's Youth 46 Stella's Birth-Day 48 Bec's Birth-Day 49 On the Collar of Tiger 51 Stella's Birth-Day 51 Death and Daphne 54 Daphne 57 RIDDLES Pethox the Great 59 On a Pen 62 On Gold 63 On the Posteriors 64 On a Horn 65 On a Corkscrew 66 The Gulf of all Human Possessions"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2",67 Louisa to Strephon 70 A Maypole 71 On the Moon 72 On a Circle 73 On Ink 73 On the Five Senses 74 Fontinella to Florinda 75 An Echo 76 On a Shadow in a Glass 77 On Time 78 On the Gallows 78 On the Vowels 79 On Snow 79 On a Cannon 80 On a Pair of Dice 80 On a Candle 80 To Lady Carteret by Delany 82 Answered by Dr. Swift 83 To Lady Carteret 83 Answered by Sheridan 84 A Riddle 84 Answer by Mr. F----r 84 A Letter to Dr. Helsham 85 Probatur aliter 87 POEMS COMPOSED AT MARKET HILL On cutting down the Thorn 89 To Dean Swift 92 Dean Swift at Sir Arthur Acheson's 93 On a very old Glass at Market Hill 94 Answered extempore by Dr. Swift 95 Epitaph 95 My Lady's Lamentation 95 A Pastoral Dialogue 99 The Grand Question debated 101 Drapier's Hill 106 The Dean's Reasons 107 The Revolution at Market Hill 110 Robin and Harry 113 A Panegyric on the Dean 115 Twelve Articles 125 POLITICAL POETRY Parody 127 Jack Frenchman's Lamentation 129 The Garden Plot 132 Sid Hamet's Rod 133 The Famous Speech-Maker 136
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Parody on the Recorder's Speech 143 Ballad 144 Atlas; or the Minister of State 147 Lines on Harley's being stabbed 148 An Excellent New Song 148 The Windsor Prophecy 150 Corinna, a Ballad 152 The Fable of Midas 153 Toland's Invitation to Dismal 156 Peace and Dunkirk 157 Imitation of Horace, Epist. I, vii 159 The Author upon Himself 163 The Fagot 166 Imitation of Horace, Sat. VI, ii 167 Horace paraphrased, Odes II, i 171 Dennis' Invitation to Steele 175 In Sickness 180 The Fable of the Bitches 181 To the Earl of Oxford in the Tower 182 On the Church's Danger 183 A Poem on High Church 183 The Story of Phaethon 184 A Tale of a Nettle 186 A Satirical Elegy 187 POEMS CHIEFLY RELATING TO IRISH POLITICS Parody on Pratt's Speech 189 An Excellent New Song 192 The Run upon the Bankers 193 Upon the Horrid Plot 196 Quibbling Elegy on Judge Boat 198 The Epitaph 199 Verses on Whitshed's Motto 200 Prometheus 201 Verses on the Order of the Bath 203 Epigram on Wood's Brass Money 203 A Simile 204 Wood an Insect 205 Wood the Ironmonger 206 Wood's Petition 207 A New Song on"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Wood's Halfpence 209 A Serious Poem 211 An Excellent New Song 215 Verses on the Judge who condemned the Drapier's Printer 217 On the Same 218 On the Same 218 Epigram 218 Horace paraphrased, Odes I, xiv 219 Verses on St. Patrick's Well 221 On reading Dr. Young's Satire 224 The Dog and Thief 226 Mad Mullinix and Timothy 226 Tim and the Fables 234 Tom and Dick 235 Dick, a Maggot 236 Clad all in Brown 237 Dick's Variety 238 Traulus. Part I 239 Traulus. Part II 242 A Fable of the Lion 244 On the Irish Bishops 246 Horace, Odes IV, ix 248 On Walpole and Pulteney 250 Brother Protestants 252 Bettesworth's Exultation 254 Epigram to Serjeant Kite 255 The Yahoo's Overthrow 256 On the Archbishop of Cashel and Bettesworth 259 On the Irish Club 259 On Noisy Tom 260 On Dr. Rundle 261 Epigram 263 The Legion Club 264 On a Printer's being sent to Newgate 272 Vindication of the Libel 272 A Friendly Apology 274 Ay and No 275 A Ballad 276 A Wicked Treasonable Libel 277 Epigrams against Carthy 278-283 Poetical Epistle to Sheridan 283 Lines written on a Window 284 Lines written underneath by"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2",Sheridan 285 The Upstart 285 On the Arms of the Town of Waterford 286 Translation 287 Verses on Blenheim 287 An Excellent New Song 288 An Excellent New Song upon the Archbishop of Dublin 289 To the Archbishop of Dublin 291 To the Citizens 292 Punch's Petition to the Ladies 294 Epigram 296 Epigram on Josiah Hort 297 Epigram 297 TRIFLES George Rochfort's Verses 298 A Left-handed Letter 298 To the Dean of St. Patrick's 300 To Mr. Thomas Sheridan 301 Ad Amicum Eruditum Thomam Sheridan 302 To the Dean of St. Patrick's 305 To the Dean of St. Patrick's 306 An Answer by Delany 306 A Reply by Sheridan 307 Another Reply by Sheridan 308 To Thomas Sheridan 309 Swift to Sheridan 310 An Answer by Sheridan 310 To Dr. Sheridan 311 The Answer by Dr. Sheridan 312 Dr. Sheridan to Dr. Swift 313 The Dean's Answer 314 Dr. Sheridan's Reply to the Dean 314 To the Same by Dr. Sheridan 315 The Dean of St. Patrick's to Thomas Sheridan 316 To the Dean of St. Patrick's 317 The Dean to Thomas Sheridan 318 To Dr. Sheridan 320 1 P.S. 321 2 P.S. 321 3 P.S. 321 Dr. Sheridan's
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Answer 322 Dr. Swift's Reply 322 A Copy of a Copy of Verses 323 George-Nim-Dan-Dean's Answer 324 George-Nim-Dan-Dean's Invitation 326 To George-Nim-Dan-Dean, Esq 328 To Mr. Thomas Sheridan 330 On Dr. Sheridan's Circular Verses 331 On Dan Jackson's Picture 332 On the Same Picture 332 On the Same 333 On the Same Picture 333 On the Same Picture 333 Dan Jackson's Defence 335 Mr. Rochfort's Reply 336 Dr. Delany's Reply 338 Sheridan's Reply 339 A Rejoinder 340 Another Rejoinder 342 Sheridan's Submission 343 The Pardon 344 The Last Speech and Dying Words of Daniel Jackson 345 To the Rev. Daniel Jackson 347 Sheridan to Swift 349 Sheridan to Swift 350 Swift to Sheridan 350 Mary the Cook Maid's Letter 351 A Portrait from the Life 352 On Stealing a Crown when the Dean was asleep 353 The Dean's Answer 353 A Prologue to a Play 354 The Epilogue 355 The Song 355 A New Year's Gift for the Dean of St. Patrick's 356 To Quilca 358 The Blessings of a Country Life 359 The Plagues of a Country Life 359 A Faithful Inventory 359 Palinodia 361 A Letter to the Dean 362 An Invitation to Dinner 364 On the Five"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Ladies at Sot's Hole 365 The Five Ladies' Answer to the Beau 367 The Beau's Reply 368 Dr. Sheridan's Ballad on Ballyspellin 368 Answer by Dr. Swift 371 An Epistle to two Friends 373 To Dr. Sheridan 374 Dr. Helsham's Answer 374 A True and Faithful Inventory 376 A New Simile for the Ladies 377 An Answer to a Scandalous Poem 381 Peg Radcliffe the Hostess's Invitation 386 Verses by Sheridan 387 VERSES ADDRESSED TO SWIFT AND TO HIS MEMORY To Dr. Swift on his Birth-Day 390 On Dr. Swift 390 To the Rev. Dr. Swift, Dean of St. Patrick's, a Birth-Day Poem, Nov. 30, 1736 391 Epigrams occasioned by Dr. Swift's intended Hospital for Idiots and Lunatics 393 On the Dean of St. Patrick's Birth-Day 394 An Epistle to Robert Nugent, Esq. 396 On the Drapier, by Dr. Dunkin 399 Epitaph proposed for Dr. Swift 400 To the Memory of Dr. Swift 401 A Schoolboy's Theme 403 Verses on the Battle of the Books 404 On Dr. Swift's leaving his Estate to Idiots 404 On several Petty Pieces lately published against Dean Swift 405 On Faulkner's Edition of Swift 405 Epigram on Lord Orrery's Remarks 406 To Dr. Delany,"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","on his Book entitled \"Observations on Lord Orrery's Remarks\" 406 Epigram on Faulkner 407 An Inscription 407 An Epigram occasioned by the above 407 Index 409 POEMS OF JONATHAN SWIFT POEMS ADDRESSED TO VANESSA AND STELLA CADENUS AND VANESSA[1] 1713 The shepherds and the nymphs were seen Pleading before the Cyprian queen. The counsel for the fair began, Accusing the false creature Man. The brief with weighty crimes was charged On which the pleader much enlarged; That Cupid now has lost his art, Or blunts the point of every dart;-- His altar now no longer smokes, His mother's aid no youth invokes: This tempts freethinkers to refine, And bring in doubt their powers divine; Now love is dwindled to intrigue, And marriage grown a money league; Which crimes aforesaid (with her leave) Were (as he humbly did conceive) Against our sovereign lady's peace, Against the statute in that case, Against her dignity and crown: Then pray'd an answer, and sat down. The nymphs with scorn beheld their foes; When the defendant's counsel rose, And, what no lawyer ever lack'd, With impudence own'd all the fact; But, what the gentlest heart would vex, Laid all the fault on t'other sex. That"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","modern love is no such thing As what those ancient poets sing: A fire celestial, chaste, refined, Conceived and kindled in the mind; Which, having found an equal flame, Unites, and both become the same, In different breasts together burn, Together both to ashes turn. But women now feel no such fire, And only know the gross desire. Their passions move in lower spheres, Where'er caprice or folly steers, A dog, a parrot, or an ape, Or some worse brute in human shape, Engross the fancies of the fair, The few soft moments they can spare, From visits to receive and pay, From scandal, politics, and play; From fans, and flounces, and brocades, From equipage and park parades, From all the thousand female toys, From every trifle that employs The out or inside of their heads, Between their toilets and their beds. In a dull stream, which moving slow, You hardly see the current flow; If a small breeze obstruct the course, It whirls about, for want of force, And in its narrow circle gathers Nothing but chaff, and straws, and feathers. The current of a female mind Stops thus, and turns with every wind: Thus whirling round together draws"
Jonathan Swift,"The Poems of Jonathan Swift, D.D., Volume 2","Fools, fops, and rakes, for chaff and straws. Hence we conclude, no women's hearts Are won by virtue, wit, and parts: Nor are the men of sense to blame, For breasts incapable of flame; The faults must on the nymphs be placed Grown so corrupted in their taste. The pleader having spoke his best, Had witness ready to attest, Who fairly could on oath depose, When questions on the fact arose, That every article was true; Nor further those deponents knew: Therefore he humbly would insist, The bill might be with costs dismiss'd. The cause appear'd of so much weight, That Venus, from her judgment seat, Desired them not to talk so loud, Else she must interpose a cloud: For if the heavenly folks should know These pleadings in the courts below, That mortals here disdain to love, She ne'er could show her face above; For gods, their betters, are too wise To value that which men despise. And then, said she, my son and I Must stroll in air, 'twixt land and sky; Or else, shut out from heaven and earth, Fly to the sea, my place of birth: There live with daggled mermaids pent, And keep on fish"
